ID,duration,wav,semantics,transcript
119904,3.2740625,slurp_real/audio-1501414241.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'timeofday'| 'filler': 'evening'}]},is there any program for tomorrow evening
119905,2.688,slurp_real/audio-1501150656-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'timeofday'| 'filler': 'evening'}]},is there any program for tomorrow evening
119906,3.13475,slurp_real/audio-1501150656.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'timeofday'| 'filler': 'evening'}]},is there any program for tomorrow evening
119907,3.2,slurp_real/audio-1502891082-headset.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},which flags ride is the best
119908,2.943625,slurp_real/audio-1502891082.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},which flags ride is the best
119909,3.264,slurp_real/audio-1434542227-headset.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},which flags ride is the best
119910,3.3275625,slurp_real/audio-1434542227.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},which flags ride is the best
119911,2.24,slurp_real/audio-1490183460-headset.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},which flags ride is the best
119912,2.3036875,slurp_real/audio-1490183460.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},which flags ride is the best
119913,1.792,slurp_real/audio-1501690077-headset.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'raju'}| {'type': 'personal_info'| 'filler': 'phone number'}]},call raju phone number
119914,2.56,slurp_real/audio-1497192128-headset.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'raju'}| {'type': 'personal_info'| 'filler': 'phone number'}]},call raju phone number
119915,2.728,slurp_real/audio-1497192128.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'raju'}| {'type': 'personal_info'| 'filler': 'phone number'}]},call raju phone number
119916,1.4078125,slurp_real/audio-1501756826.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119917,1.728,slurp_real/audio--1504194842-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119918,1.79175,slurp_real/audio--1504194842.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119919,2.304,slurp_real/audio--1504198573-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119920,2.3036875,slurp_real/audio--1504198573.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119921,2.24,slurp_real/audio--1506079742-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119922,2.3036875,slurp_real/audio--1506079742.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten'}]},wake me up at ten
119923,2.432,slurp_real/audio-1490182015-headset.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'relation'| 'filler': 'co workers'}]},send an email to all my co workers
119924,2.4316875,slurp_real/audio-1490182015.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'relation'| 'filler': 'co workers'}]},send an email to all my co workers
119925,4.48,slurp_real/audio-1498564168-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},when defining words give thesaurus and use in a sentence to make it clearer
119926,4.671375,slurp_real/audio-1498564168.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},when defining words give thesaurus and use in a sentence to make it clearer
119927,2.304,slurp_real/audio-1494421960-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'morel mushrooms'}]},tell me about morel mushrooms
119928,2.3036875,slurp_real/audio-1494421960.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'morel mushrooms'}]},tell me about morel mushrooms
119929,2.048,slurp_real/audio-1490021632-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119930,2.04775,slurp_real/audio-1490021632.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119931,1.344,slurp_real/audio-1498567731-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119932,1.4078125,slurp_real/audio-1498567731.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119933,2.624,slurp_real/audio-1497867987-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119934,2.687625,slurp_real/audio-1497867987.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119935,2.496,slurp_real/audio-1497882439-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119936,2.5596875,slurp_real/audio-1497882439.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119937,2.816,slurp_real/audio-1501693813-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119938,3.13475,slurp_real/audio-1501693813.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119939,1.536,slurp_real/audio-1490008056-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119940,1.6638125,slurp_real/audio-1490008056.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119941,2.56,slurp_real/audio-1498646791-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119942,4.288,slurp_real/audio-1498647462-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119943,3.392,slurp_real/audio-1499244709-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119944,3.4555625,slurp_real/audio-1499244709.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119945,2.368,slurp_real/audio-1501697199-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119946,2.71675,slurp_real/audio-1501697199.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'colleague'}]},schedule a meeting with my colleague
119947,3.328,slurp_real/audio-1498568858-headset.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'cools'}]},open some cools jokes
119948,3.3275625,slurp_real/audio-1498568858.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'cools'}]},open some cools jokes
119949,3.136,slurp_real/audio-1501776952-headset.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'cools'}]},open some cools jokes
119950,3.071625,slurp_real/audio-1501776952.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'cools'}]},open some cools jokes
119951,2.496,slurp_real/audio-1501778138-headset.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'cools'}]},open some cools jokes
119952,2.4316875,slurp_real/audio-1501778138.flac,{'scenario': 'general'| 'action': 'joke'| 'entities': [{'type': 'joke_type'| 'filler': 'cools'}]},open some cools jokes
119953,3.52,slurp_real/audio--1504191543-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': [{'type': 'timeofday'| 'filler': 'morning'}| {'type': 'date'| 'filler': 'weekdays'}]},please let me know the morning alarm time for weekdays
119954,3.5835,slurp_real/audio--1504191543.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': [{'type': 'timeofday'| 'filler': 'morning'}| {'type': 'date'| 'filler': 'weekdays'}]},please let me know the morning alarm time for weekdays
119955,3.904,slurp_real/audio--1504193096-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': [{'type': 'timeofday'| 'filler': 'morning'}| {'type': 'date'| 'filler': 'weekdays'}]},please let me know the morning alarm time for weekdays
119956,3.9675,slurp_real/audio--1504193096.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': [{'type': 'timeofday'| 'filler': 'morning'}| {'type': 'date'| 'filler': 'weekdays'}]},please let me know the morning alarm time for weekdays
119957,1.536,slurp_real/audio-1434534958-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'meetings'}]},when are the meetings
119958,1.4718125,slurp_real/audio-1434534958.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'event_name'| 'filler': 'meetings'}]},when are the meetings
119959,2.24,slurp_real/audio-1501752636-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119960,2.17575,slurp_real/audio-1501752636.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119961,4.032,slurp_real/audio-1490281131-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119962,3.584,slurp_real/audio-1499690108-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119963,3.4555625,slurp_real/audio-1499690108.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119964,3.072,slurp_real/audio-1501775614-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119965,3.007625,slurp_real/audio-1501775614.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'most current episode'}| {'type': 'podcast_name'| 'filler': 'levin'}]},play the most current episode of levin
119966,3.008,slurp_real/audio-1498564476-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': [{'type': 'artist_name'| 'filler': 'aman'}]},save the information which is provided by aman on this song
119967,3.071625,slurp_real/audio-1498564476.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': [{'type': 'artist_name'| 'filler': 'aman'}]},save the information which is provided by aman on this song
119968,3.456,slurp_real/audio-1490802011-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': [{'type': 'artist_name'| 'filler': 'aman'}]},save the information which is provided by aman on this song
119969,3.4555625,slurp_real/audio-1490802011.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': [{'type': 'artist_name'| 'filler': 'aman'}]},save the information which is provided by aman on this song
119970,1.984,slurp_real/audio-1498565245-headset.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},turn on the vacuum
119971,2.04775,slurp_real/audio-1498565245.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},turn on the vacuum
119972,2.496,slurp_real/audio-1497556141-headset.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},turn on the vacuum
119973,2.5596875,slurp_real/audio-1497556141.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},turn on the vacuum
119974,1.792,slurp_real/audio-1499265749-headset.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},turn on the vacuum
119975,2.04775,slurp_real/audio-1499265749.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},turn on the vacuum
119976,5.50325,slurp_real/audio-1488993202.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119977,3.264,slurp_real/audio-1501758419-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119978,3.3275625,slurp_real/audio-1501758419.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119979,4.48,slurp_real/audio-1497886623-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119980,4.479375,slurp_real/audio-1497886623.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119981,3.776,slurp_real/audio-1497887603-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119982,3.8395,slurp_real/audio-1497887603.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},this article is super cool can you share the link to facebook for me
119983,3.904,slurp_real/audio-1502302305-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},is there life on other planets
119984,3.8395,slurp_real/audio-1502302305.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},is there life on other planets
119985,3.776,slurp_real/audio-1502894495-headset.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': [{'type': 'place_name'| 'filler': 'houston street'}]},how is the traffic situation in houston street
119986,3.3275625,slurp_real/audio-1502894495.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': [{'type': 'place_name'| 'filler': 'houston street'}]},how is the traffic situation in houston street
119987,2.752,slurp_real/audio-1494422697-headset.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': [{'type': 'place_name'| 'filler': 'houston street'}]},how is the traffic situation in houston street
119988,2.751625,slurp_real/audio-1494422697.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': [{'type': 'place_name'| 'filler': 'houston street'}]},how is the traffic situation in houston street
119989,1.856,slurp_real/audio-1490203049-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},what is your mother language
119990,1.91975,slurp_real/audio-1490203049.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},what is your mother language
119991,1.536,slurp_real/audio-1490370869-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},what is your mother language
119992,1.5358125,slurp_real/audio-1490370869.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},what is your mother language
119993,2.816,slurp_real/audio-1434538351-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},what is your mother language
119994,2.815625,slurp_real/audio-1434538351.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},what is your mother language
119995,3.776,slurp_real/audio-1499695785-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'music_genre'| 'filler': 'jazz'}]},i want to hear some jazz
119996,3.6475,slurp_real/audio-1499695785.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'music_genre'| 'filler': 'jazz'}]},i want to hear some jazz
119997,2.112,slurp_real/audio-1494415967-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'music_genre'| 'filler': 'jazz'}]},i want to hear some jazz
119998,2.17575,slurp_real/audio-1494415967.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'music_genre'| 'filler': 'jazz'}]},i want to hear some jazz
119999,1.023875,slurp_real/audio-1501756472.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},play next song
120000,0.96,slurp_real/audio-1498571566-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},play next song
120001,1.023875,slurp_real/audio-1498571566.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},play next song
120002,2.24,slurp_real/audio-1500979150-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},when are the trains running tomorrow
120003,2.17575,slurp_real/audio-1500979150.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},when are the trains running tomorrow
120004,2.304,slurp_real/audio-1502375158-headset.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},when are the trains running tomorrow
120005,1.98375,slurp_real/audio-1502375158.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},when are the trains running tomorrow
120006,2.112,slurp_real/audio-1500978344-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},delete the last line
120007,1.536,slurp_real/audio-1501689689-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},delete the last line
120008,1.6531875,slurp_real/audio-1501689689.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},delete the last line
120009,4.16,slurp_real/audio-1490261739-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'holiday'}| {'type': 'place_name'| 'filler': 'cuba'}| {'type': 'date'| 'filler': 'april two'}]},please mark my calendar for a holiday in cuba on april two
120010,4.1594375,slurp_real/audio-1490261739.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'holiday'}| {'type': 'place_name'| 'filler': 'cuba'}| {'type': 'date'| 'filler': 'april two'}]},please mark my calendar for a holiday in cuba on april two
120011,4.096,slurp_real/audio-1490287996-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'holiday'}| {'type': 'place_name'| 'filler': 'cuba'}| {'type': 'date'| 'filler': 'april two'}]},please mark my calendar for a holiday in cuba on april two
120012,2.624,slurp_real/audio-1492779176-headset.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'walmart'}]},stock prices at walmart
120013,2.687625,slurp_real/audio-1492779176.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'walmart'}]},stock prices at walmart
120014,2.24,slurp_real/audio-1497557545-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},what alarms are upcoming
120015,2.2396875,slurp_real/audio-1497557545.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},what alarms are upcoming
120016,1.984,slurp_real/audio--1504192503-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},what alarms are upcoming
120017,1.98375,slurp_real/audio--1504192503.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},what alarms are upcoming
120018,2.048,slurp_real/audio--1505405928-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},what alarms are upcoming
120019,2.11175,slurp_real/audio--1505405928.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},what alarms are upcoming
120020,1.92,slurp_real/audio-1502894870-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},what is it today
120021,1.151875,slurp_real/audio-1502894870.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}]},what is it today
120022,4.224,slurp_real/audio-1501764371-headset.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},my facebook update in every three hour should be available
120023,4.2234375,slurp_real/audio-1501764371.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},my facebook update in every three hour should be available
120024,4.735375,slurp_real/audio-1488973477.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},my facebook update in every three hour should be available
120025,4.9913125,slurp_real/audio-1489155303.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},my facebook update in every three hour should be available
120026,5.8231875,slurp_real/audio-1497366706.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},my facebook update in every three hour should be available
120027,3.456,slurp_real/audio-1495376659-headset.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},my facebook update in every three hour should be available
