ID,duration,wav,semantics,transcript
22805,3.776,slurp_real/audio-1497864468-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'jack johnson'}]},play jack johnson playlist music
22806,3.8395,slurp_real/audio-1497864468.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'jack johnson'}]},play jack johnson playlist music
22807,4.352,slurp_real/audio-1497881144-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'jack johnson'}]},play jack johnson playlist music
22808,4.3514375,slurp_real/audio-1497881144.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'jack johnson'}]},play jack johnson playlist music
22809,2.304,slurp_real/audio-1501694593-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'jack johnson'}]},play jack johnson playlist music
22810,2.5774375,slurp_real/audio-1501694593.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'artist_name'| 'filler': 'jack johnson'}]},play jack johnson playlist music
22811,2.688,slurp_real/audio-1502113555-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},adjust media volume up
22812,3.0650625,slurp_real/audio-1502113555.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},adjust media volume up
22813,2.24,slurp_real/audio-1502895795-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},adjust media volume up
22814,1.472,slurp_real/audio-1434530052-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},adjust media volume up
22815,2.304,slurp_real/audio-1496266026-headset.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},adjust media volume up
22816,2.3036875,slurp_real/audio-1496266026.flac,{'scenario': 'audio'| 'action': 'volume_up'| 'entities': []},adjust media volume up
22817,3.712,slurp_real/audio-1498569637-headset.flac,"{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': ""today's tasks""}]}",create a list for today's tasks
22818,3.7115,slurp_real/audio-1498569637.flac,"{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': ""today's tasks""}]}",create a list for today's tasks
22819,3.071625,slurp_real/audio-1489152733.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_name'| 'filler': 'happypeoplecom'}]},please play the podcast from happy people dot com
22820,2.496,slurp_real/audio-1502100954-headset.flac,{'scenario': 'transport'| 'action': 'ticket'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'new york'}]},please book train ticket to new york
22821,2.7864375,slurp_real/audio-1502100954.flac,{'scenario': 'transport'| 'action': 'ticket'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'new york'}]},please book train ticket to new york
22822,4.224,slurp_real/audio-1501757017-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'jackie chan'}]},how many kids jackie chan does have
22823,4.48,slurp_real/audio-1499697119-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'jackie chan'}]},how many kids jackie chan does have
22824,4.479375,slurp_real/audio-1499697119.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'jackie chan'}]},how many kids jackie chan does have
22825,2.944,slurp_real/audio-1500035842-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'jackie chan'}]},how many kids jackie chan does have
22826,2.879625,slurp_real/audio-1500035842.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'jackie chan'}]},how many kids jackie chan does have
22827,3.3275625,slurp_real/audio-1498577612.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'next episode'}| {'type': 'podcast_name'| 'filler': 'nyt'}]},next episode of nyt podcast
22828,3.648,slurp_real/audio-1434533774-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'next episode'}| {'type': 'podcast_name'| 'filler': 'nyt'}]},next episode of nyt podcast
22829,3.6475,slurp_real/audio-1434533774.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'next episode'}| {'type': 'podcast_name'| 'filler': 'nyt'}]},next episode of nyt podcast
22830,2.88,slurp_real/audio-1502199592-headset.flac,{'scenario': 'play'| 'action': 'podcasts'| 'entities': [{'type': 'podcast_descriptor'| 'filler': 'next episode'}| {'type': 'podcast_name'| 'filler': 'nyt'}]},next episode of nyt podcast
22831,1.85575,slurp_real/audio-1498578440.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'this week'}]},what events are scheduled this week
22832,4.0314375,slurp_real/audio-1497359833.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'this week'}]},what events are scheduled this week
22833,3.584,slurp_real/audio-1501777871-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'keanu reeves'}]},birth date for movie star keanu reeves
22834,3.2,slurp_real/audio-1501697602-headset.flac,"{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': ""dollar's""}| {'type': 'currency_name'| 'filler': 'euro'}]}",what's the dollar's exchange rate with the euro
22835,3.622375,slurp_real/audio-1501697602.flac,"{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': ""dollar's""}| {'type': 'currency_name'| 'filler': 'euro'}]}",what's the dollar's exchange rate with the euro
22836,1.664,slurp_real/audio-1498567259-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'surya'}]},do you know actor surya
22837,1.6638125,slurp_real/audio-1498567259.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'surya'}]},do you know actor surya
22838,2.688,slurp_real/audio-1489673244-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'surya'}]},do you know actor surya
22839,2.751625,slurp_real/audio-1489673244.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'surya'}]},do you know actor surya
22840,2.56,slurp_real/audio-1497881005-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},when is the next alarm
22841,2.687625,slurp_real/audio-1497881005.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},when is the next alarm
22842,1.984,slurp_real/audio--1504198796-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},when is the next alarm
22843,1.98375,slurp_real/audio--1504198796.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},when is the next alarm
22844,2.5596875,slurp_real/audio-1489153539.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},when is the next alarm
22845,3.8395,slurp_real/audio-1490956042.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'bill'}]},alexa provide information about bill from my contact list
22846,4.096,slurp_real/audio-1494608508-headset.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'bill'}]},alexa provide information about bill from my contact list
22847,4.0954375,slurp_real/audio-1494608508.flac,{'scenario': 'email'| 'action': 'querycontact'| 'entities': [{'type': 'person'| 'filler': 'bill'}]},alexa provide information about bill from my contact list
22848,1.79175,slurp_real/audio-1498577182.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'agra'}]},tell me about agra
22849,4.799375,slurp_real/audio-1488991088.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'seven am'}| {'type': 'event_name'| 'filler': 'work'}]},set the alarm to seven am for work
22850,6.272,slurp_real/audio-1490960934-headset.flac,"{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'business_name'| 'filler': ""jason's deli""}]}",hey order me some take out from jason's deli
22851,6.271125,slurp_real/audio-1490960934.flac,"{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'business_name'| 'filler': ""jason's deli""}]}",hey order me some take out from jason's deli
22852,5.8871875,slurp_real/audio-1497868041.flac,"{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'business_name'| 'filler': ""jason's deli""}]}",hey order me some take out from jason's deli
22853,4.8,slurp_real/audio-1500040299-headset.flac,"{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'business_name'| 'filler': ""jason's deli""}]}",hey order me some take out from jason's deli
22854,4.799375,slurp_real/audio-1500040299.flac,"{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'business_name'| 'filler': ""jason's deli""}]}",hey order me some take out from jason's deli
22855,2.944,slurp_real/audio-1501765566-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},save appointment to list
22856,2.943625,slurp_real/audio-1501765566.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},save appointment to list
22857,2.112,slurp_real/audio--1504194505-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'player_setting'| 'filler': 'restart'}| {'type': 'audiobook_name'| 'filler': 'american gods'}]},restart american gods
22858,2.17575,slurp_real/audio--1504194505.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'player_setting'| 'filler': 'restart'}| {'type': 'audiobook_name'| 'filler': 'american gods'}]},restart american gods
22859,2.432,slurp_real/audio-1498573091-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'dakota pipeline'}]},notify me when there's news on the dakota pipeline
22860,2.5596875,slurp_real/audio-1498573091.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'dakota pipeline'}]},notify me when there's news on the dakota pipeline
22861,4.16,slurp_real/audio-1502896725-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'dakota pipeline'}]},notify me when there's news on the dakota pipeline
22862,3.5835,slurp_real/audio-1502896725.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'dakota pipeline'}]},notify me when there's news on the dakota pipeline
22863,1.98375,slurp_real/audio-1488991343.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': []},select recipe
22864,1.023875,slurp_real/audio-1501754339.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': []},select recipe
22865,2.3036875,slurp_real/audio-1488984781.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': []},select recipe
22866,1.92,slurp_real/audio-1500039616-headset.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': []},select recipe
22867,1.79175,slurp_real/audio-1500039616.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': []},select recipe
22868,3.712,slurp_real/audio-1497860129-headset.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}]},can i find the cheapest train ticket for this destination
22869,3.7115,slurp_real/audio-1497860129.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}]},can i find the cheapest train ticket for this destination
22870,7.744,slurp_real/audio-1497869598-headset.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}]},can i find the cheapest train ticket for this destination
22871,7.8709375,slurp_real/audio-1497869598.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}]},can i find the cheapest train ticket for this destination
22872,3.5195625,slurp_real/audio-1497023760.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'rome'}| {'type': 'place_name'| 'filler': 'paris'}]},how long does it take to get the train from rome to paris
22873,5.824,slurp_real/audio-1501408344-headset.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'rome'}| {'type': 'place_name'| 'filler': 'paris'}]},how long does it take to get the train from rome to paris
22874,6.478375,slurp_real/audio-1501408344.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'rome'}| {'type': 'place_name'| 'filler': 'paris'}]},how long does it take to get the train from rome to paris
22875,3.776,slurp_real/audio-1497557805-headset.flac,{'scenario': 'transport'| 'action': 'query'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'atlanta'}]},when does the next train leave for atlanta
22876,2.816,slurp_real/audio-1497864247-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'iowa'}]},what is the weather like in iowa
22877,2.943625,slurp_real/audio-1497864247.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'iowa'}]},what is the weather like in iowa
22878,2.24,slurp_real/audio-1502100281-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'iowa'}]},what is the weather like in iowa
22879,2.5078125,slurp_real/audio-1502100281.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'iowa'}]},what is the weather like in iowa
22880,3.072,slurp_real/audio-1501757907-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'relation'| 'filler': 'kids'}]},please play some songs for kids
22881,3.071625,slurp_real/audio-1501757907.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'relation'| 'filler': 'kids'}]},please play some songs for kids
22882,2.88,slurp_real/audio-1490007267-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'relation'| 'filler': 'kids'}]},please play some songs for kids
22883,2.943625,slurp_real/audio-1490007267.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'relation'| 'filler': 'kids'}]},please play some songs for kids
22884,3.072,slurp_real/audio-1434538418-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'relation'| 'filler': 'kids'}]},please play some songs for kids
22885,3.071625,slurp_real/audio-1434538418.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'relation'| 'filler': 'kids'}]},please play some songs for kids
22886,4.416,slurp_real/audio-1501692347-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22887,3.7115,slurp_real/audio-1501692347.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22888,3.456,slurp_real/audio-1501689911-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22889,3.6101875,slurp_real/audio-1501689911.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22890,5.44,slurp_real/audio-1489497810-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22891,5.50325,slurp_real/audio-1489497810.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22892,3.008,slurp_real/audio-1490006192-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'birthdays'}| {'type': 'media_type'| 'filler': 'facebook'}| {'type': 'relation'| 'filler': 'friends'}]},notify me about birthdays of all my facebook friends
22893,1.984,slurp_real/audio-1490801220-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'device_type'| 'filler': 'coffee machine'}]},start coffee machine
22894,2.04775,slurp_real/audio-1490801220.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'device_type'| 'filler': 'coffee machine'}]},start coffee machine
22895,1.728,slurp_real/audio-1502100951-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'device_type'| 'filler': 'coffee machine'}]},start coffee machine
22896,1.9505,slurp_real/audio-1502100951.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': [{'type': 'device_type'| 'filler': 'coffee machine'}]},start coffee machine
22897,1.792,slurp_real/audio-1502311488-headset.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'twitter'}]},hows twitter
22898,2.0201875,slurp_real/audio-1502311488.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'twitter'}]},hows twitter
22899,2.176,slurp_real/audio-1490359405-headset.flac,{'scenario': 'iot'| 'action': 'hue_lightoff'| 'entities': [{'type': 'house_place'| 'filler': 'kitchen'}]},shut off the lights in the kitchen
22900,2.3036875,slurp_real/audio-1490359405.flac,{'scenario': 'iot'| 'action': 'hue_lightoff'| 'entities': [{'type': 'house_place'| 'filler': 'kitchen'}]},shut off the lights in the kitchen
22901,2.496,slurp_real/audio-1501697757-headset.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},what events are going on near me
22902,2.8560625,slurp_real/audio-1501697757.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},what events are going on near me
22903,1.984,slurp_real/audio--1505324903-headset.flac,{'scenario': 'play'| 'action': 'game'| 'entities': [{'type': 'game_name'| 'filler': 'san andreas'}]},play san andreas game
22904,2.04775,slurp_real/audio--1505324903.flac,{'scenario': 'play'| 'action': 'game'| 'entities': [{'type': 'game_name'| 'filler': 'san andreas'}]},play san andreas game
22905,3.071625,slurp_real/audio-1500900496.flac,{'scenario': 'play'| 'action': 'game'| 'entities': [{'type': 'game_name'| 'filler': 'san andreas'}]},play san andreas game
22906,2.624,slurp_real/audio-1490203739-headset.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'business_name'| 'filler': 'shops'}]},show me what shops are around me
22907,2.687625,slurp_real/audio-1490203739.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'business_name'| 'filler': 'shops'}]},show me what shops are around me
22908,3.008,slurp_real/audio-1499696977-headset.flac,{'scenario': 'qa'| 'action': 'maths'| 'entities': []},what is three plus four
22909,3.007625,slurp_real/audio-1499696977.flac,{'scenario': 'qa'| 'action': 'maths'| 'entities': []},what is three plus four
22910,3.264,slurp_real/audio-1498573418-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrows'}| {'type': 'timeofday'| 'filler': 'afternoon'}| {'type': 'event_name'| 'filler': 'meeting'}]},make sure to remind about tomorrows afternoon meeting
22911,3.3915625,slurp_real/audio-1498573418.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tomorrows'}| {'type': 'timeofday'| 'filler': 'afternoon'}| {'type': 'event_name'| 'filler': 'meeting'}]},make sure to remind about tomorrows afternoon meeting
22912,3.648,slurp_real/audio-1434539339-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},set up a new list with the following
22913,3.7115,slurp_real/audio-1434539339.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},set up a new list with the following
22914,3.072,slurp_real/audio-1490802450-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22915,3.1995625,slurp_real/audio-1490802450.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22916,4.224,slurp_real/audio-1497622737-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22917,4.3514375,slurp_real/audio-1497622737.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22918,3.328,slurp_real/audio--1504195297-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22919,3.3915625,slurp_real/audio--1504195297.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22920,4.288,slurp_real/audio--1505406203-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22921,5.1833125,slurp_real/audio--1505406203.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22922,2.624,slurp_real/audio--1505406785-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22923,2.5596875,slurp_real/audio--1505406785.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22924,3.264,slurp_real/audio--1505407247-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22925,3.2635625,slurp_real/audio--1505407247.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22926,3.52,slurp_real/audio-1502217241-headset.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22927,3.4555625,slurp_real/audio-1502217241.flac,{'scenario': 'play'| 'action': 'audiobook'| 'entities': [{'type': 'audiobook_name'| 'filler': 'wuthering heights'}]},pick up wuthering heights where we left off
22928,3.136,slurp_real/audio-1434531100-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},remove vegetables from the list
22929,2.368,slurp_real/audio-1502197925-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},remove vegetables from the list
22930,2.3036875,slurp_real/audio-1502197925.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},remove vegetables from the list
22931,2.112,slurp_real/audio-1502216976-headset.flac,{'scenario': 'lists'| 'action': 'remove'| 'entities': []},remove vegetables from the list
22932,3.264,slurp_real/audio-1490356503-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'date'| 'filler': 'tomorrow'}| {'type': 'time'| 'filler': 'ten'}| {'type': 'timeofday'| 'filler': 'morning'}]},remind me of my meeting tomorrow ten in the morning
